Date,Price,Open,High,Low,Vol.,Change %
14/07/1998,7.748,7.7485,7.75,7.747,,-0.01%
13/07/1998,7.7491,7.7485,7.7492,7.7485,,0.00%
10/7/1998,7.749,7.7487,7.7503,7.7475,,-0.01%
9/7/1998,7.7495,7.748,7.75,7.747,,0.02%
8/7/1998,7.748,7.7475,7.749,7.7455,,0.00%
7/7/1998,7.7477,7.7465,7.7485,7.746,,-0.01%
6/7/1998,7.7483,7.7475,7.7483,7.7455,,0.01%
3/7/1998,7.7475,7.748,7.749,7.746,,0.01%
2/7/1998,7.747,7.7465,7.7495,7.7455,,0.01%
1/7/1998,7.7465,7.7465,7.75,7.744,,-0.01%
30/06/1998,7.747,7.7488,7.7496,7.7455,,-0.01%
29/06/1998,7.7475,7.7495,7.75,7.7465,,-0.03%
26/06/1998,7.7497,7.746,7.7497,7.744,,0.04%
25/06/1998,7.7467,7.7445,7.7485,7.743,,0.03%
24/06/1998,7.7445,7.7435,7.7453,7.7415,,0.01%
23/06/1998,7.7435,7.7438,7.7445,7.741,,-0.01%
22/06/1998,7.7445,7.742,7.745,7.7395,,0.05%
19/06/1998,7.7407,7.74,7.7445,7.739,,-0.02%
18/06/1998,7.742,7.741,7.7465,7.741,,0.03%
17/06/1998,7.74,7.744,7.7457,7.7385,,-0.06%
16/06/1998,7.745,7.738,7.7478,7.738,,0.09%
15/06/1998,7.738,7.7495,7.75,7.7325,,-0.15%
12/6/1998,7.7495,7.749,7.7504,7.7474,,0.00%
11/6/1998,7.7496,7.7491,7.7498,7.7455,,0.01%
10/6/1998,7.7492,7.7485,7.7503,7.747,,0.00%
9/6/1998,7.7495,7.7487,7.7495,7.747,,0.01%
8/6/1998,7.749,7.749,7.75,7.747,,-0.02%
5/6/1998,7.7505,7.749,7.7505,7.748,,0.02%
4/6/1998,7.7493,7.749,7.7494,7.747,,0.00%
3/6/1998,7.749,7.749,7.7496,7.747,,0.00%
2/6/1998,7.7491,7.749,7.75,7.747,,-0.01%
1/6/1998,7.7498,7.749,7.7498,7.747,,0.01%
29/05/1998,7.7493,7.7485,7.7495,7.7455,,0.01%
28/05/1998,7.7482,7.7475,7.7492,7.746,,0.00%
27/05/1998,7.7485,7.746,7.7492,7.744,,0.01%
26/05/1998,7.748,7.7476,7.7488,7.746,,-0.01%
25/05/1998,7.7485,7.748,7.749,7.7467,,0.02%
22/05/1998,7.7473,7.7493,7.7498,7.7465,,-0.03%
21/05/1998,7.7496,7.7495,7.7498,7.7475,,0.00%
20/05/1998,7.7495,7.749,7.7502,7.747,,0.00%
19/05/1998,7.7497,7.749,7.7502,7.748,,0.00%
18/05/1998,7.7495,7.7485,7.7495,7.7475,,0.01%
15/05/1998,7.7485,7.7465,7.7486,7.7454,,0.03%
14/05/1998,7.7463,7.748,7.7483,7.745,,-0.03%
13/05/1998,7.7485,7.749,7.7492,7.7455,,0.03%
12/5/1998,7.7465,7.7495,7.75,7.7445,,-0.04%
11/5/1998,7.7498,7.7493,7.7501,7.747,,0.00%
8/5/1998,7.7496,7.749,7.7498,7.748,,0.00%
7/5/1998,7.7498,7.7494,7.7499,7.7468,,0.00%
6/5/1998,7.7498,7.7485,7.7498,7.7475,,0.01%
5/5/1998,7.7487,7.748,7.7494,7.7475,,0.01%
4/5/1998,7.7478,7.748,7.749,7.7473,,-0.01%
1/5/1998,7.7485,7.746,7.7495,7.746,,0.00%
30/04/1998,7.7485,7.7445,7.7485,7.744,,0.08%
29/04/1998,7.7423,7.7487,7.7503,7.739,,-0.09%
28/04/1998,7.7495,7.748,7.75,7.7465,,0.00%
27/04/1998,7.7495,7.749,7.7508,7.747,,0.00%
24/04/1998,7.7498,7.749,7.7499,7.7465,,0.00%
23/04/1998,7.7496,7.7493,7.7502,7.747,,0.00%
22/04/1998,7.7499,7.749,7.75,7.7465,,0.00%
21/04/1998,7.7497,7.7485,7.7503,7.746,,0.02%
20/04/1998,7.7485,7.7475,7.749,7.746,,0.01%
17/04/1998,7.7477,7.747,7.7485,7.743,,0.00%
16/04/1998,7.7477,7.749,7.7504,7.746,,-0.02%
15/04/1998,7.749,7.749,7.7505,7.7465,,-0.01%
14/04/1998,7.7495,7.7483,7.7502,7.746,,0.01%
13/04/1998,7.7485,7.747,7.7505,7.747,,-0.01%
10/4/1998,7.7492,7.748,7.7492,7.747,,0.00%
9/4/1998,7.7491,7.749,7.75,7.747,,-0.01%
8/4/1998,7.7498,7.7485,7.7498,7.746,,0.01%
7/4/1998,7.7493,7.7475,7.7495,7.743,,0.01%
6/4/1998,7.7484,7.749,7.7495,7.747,,-0.01%
3/4/1998,7.749,7.749,7.7505,7.746,,-0.01%
2/4/1998,7.7497,7.748,7.7502,7.746,,0.01%
1/4/1998,7.7487,7.7485,7.75,7.745,,0.00%
31/03/1998,7.749,7.747,7.7502,7.7445,,0.03%
30/03/1998,7.747,7.746,7.7475,7.744,,0.01%
27/03/1998,7.746,7.7474,7.7487,7.7455,,-0.02%
26/03/1998,7.7477,7.7475,7.749,7.7445,,0.01%
25/03/1998,7.7472,7.7475,7.749,7.743,,0.00%
24/03/1998,7.7475,7.747,7.7485,7.746,,0.00%
23/03/1998,7.7475,7.746,7.7503,7.742,,0.01%
20/03/1998,7.7468,7.7473,7.749,7.7445,,-0.01%
19/03/1998,7.7475,7.747,7.7488,7.745,,0.00%
18/03/1998,7.7475,7.7465,7.7488,7.743,,0.01%
17/03/1998,7.7465,7.744,7.748,7.742,,0.03%
16/03/1998,7.7445,7.743,7.746,7.74,,0.00%
13/03/1998,7.7443,7.744,7.7471,7.742,,0.00%
12/3/1998,7.7445,7.744,7.746,7.7415,,0.00%
11/3/1998,7.7445,7.744,7.745,7.741,,0.01%
10/3/1998,7.744,7.7424,7.744,7.7405,,0.03%
9/3/1998,7.7418,7.741,7.7445,7.7405,,-0.01%
6/3/1998,7.7427,7.7435,7.745,7.74,,0.00%
5/3/1998,7.7425,7.7423,7.7448,7.7405,,0.00%
4/3/1998,7.7423,7.7431,7.744,7.7415,,-0.01%
3/3/1998,7.7428,7.743,7.744,7.7405,,0.00%
2/3/1998,7.7425,7.743,7.7448,7.741,,0.00%
27/02/1998,7.7425,7.742,7.746,7.7375,,0.02%
26/02/1998,7.741,7.746,7.7475,7.7395,,-0.07%
25/02/1998,7.7465,7.746,7.748,7.7435,,0.01%
24/02/1998,7.746,7.7455,7.748,7.745,,0.00%
23/02/1998,7.7458,7.745,7.7487,7.744,,0.01%
20/02/1998,7.745,7.7435,7.7465,7.742,,0.03%
19/02/1998,7.743,7.744,7.747,7.7425,,-0.05%
18/02/1998,7.7468,7.741,7.747,7.738,,0.07%
17/02/1998,7.7412,7.737,7.7428,7.737,,0.03%
16/02/1998,7.739,7.739,7.7435,7.738,,0.00%
13/02/1998,7.7387,7.7405,7.7449,7.738,,-0.04%
12/2/1998,7.7415,7.7385,7.742,7.7375,,0.03%
11/2/1998,7.7392,7.7363,7.7395,7.7363,,0.02%
10/2/1998,7.7378,7.738,7.741,7.7365,,0.00%
9/2/1998,7.738,7.736,7.743,7.735,,0.01%
6/2/1998,7.7375,7.735,7.7382,7.7336,,0.02%
5/2/1998,7.7358,7.7355,7.7375,7.734,,0.00%
4/2/1998,7.7355,7.736,7.7385,7.734,,-0.01%
3/2/1998,7.736,7.735,7.7387,7.7345,,0.00%
2/2/1998,7.736,7.734,7.74,7.733,,0.02%
30/01/1998,7.7345,7.737,7.7395,7.732,,-0.04%
29/01/1998,7.7375,7.736,7.738,7.7345,,0.03%
28/01/1998,7.7355,7.7365,7.737,7.734,,-0.03%
27/01/1998,7.738,7.746,7.748,7.7365,,-0.10%
26/01/1998,7.7455,7.743,7.748,7.7385,,0.02%
23/01/1998,7.744,7.7385,7.7455,7.737,,0.07%
22/01/1998,7.7385,7.7355,7.7415,7.734,,0.04%
21/01/1998,7.7355,7.7355,7.7415,7.734,,-0.01%
20/01/1998,7.736,7.738,7.74,7.733,,0.01%
19/01/1998,7.7355,7.742,7.7435,7.7335,,-0.17%
16/01/1998,7.749,7.736,7.751,7.7325,,0.14%
15/01/1998,7.7385,7.741,7.746,7.735,,-0.04%
14/01/1998,7.7415,7.747,7.7485,7.738,,-0.10%
13/01/1998,7.7495,7.738,7.7495,7.737,,0.13%
12/1/1998,7.7395,7.749,7.7495,7.7385,,-0.14%
9/1/1998,7.75,7.745,7.75,7.74,,0.09%
8/1/1998,7.743,7.735,7.748,7.735,,0.12%
7/1/1998,7.7335,7.749,7.7518,7.7315,,-0.21%
6/1/1998,7.7498,7.7495,7.7499,7.7485,,0.00%
5/1/1998,7.75,7.749,7.7504,7.7483,,0.00%
2/1/1998,7.75,7.748,7.7501,7.7475,,0.03%
31/12/1997,7.7478,7.7468,7.7495,7.745,,-0.02%
30/12/1997,7.7493,7.749,7.7501,7.7465,,-0.01%
29/12/1997,7.75,7.748,7.75,7.747,,0.01%
26/12/1997,7.749,7.7485,7.7493,7.7475,,-0.01%
25/12/1997,7.7495,7.749,7.7495,7.749,,0.00%
24/12/1997,7.7495,7.7485,7.75,7.748,,0.03%
23/12/1997,7.747,7.7495,7.7503,7.7465,,-0.04%
22/12/1997,7.75,7.7495,7.7502,7.7485,,0.00%
19/12/1997,7.75,7.7495,7.7505,7.748,,0.00%
18/12/1997,7.7497,7.7493,7.75,7.747,,0.01%
17/12/1997,7.749,7.749,7.7505,7.748,,-0.01%
16/12/1997,7.7495,7.749,7.7498,7.748,,0.00%
15/12/1997,7.7495,7.7495,7.75,7.7485,,0.00%
12/12/1997,7.7495,7.749,7.7502,7.747,,0.01%
11/12/1997,7.749,7.7415,7.75,7.7415,,0.08%
10/12/1997,7.7425,7.738,7.7457,7.738,,0.04%
9/12/1997,7.7395,7.736,7.7415,7.736,,0.04%
8/12/1997,7.7365,7.732,7.739,7.732,,0.01%
5/12/1997,7.736,7.735,7.7385,7.7345,,0.00%
4/12/1997,7.736,7.7365,7.7395,7.7355,,0.01%
3/12/1997,7.7355,7.738,7.741,7.735,,-0.03%
2/12/1997,7.738,7.7315,7.7382,7.731,,0.08%
1/12/1997,7.7315,7.7298,7.734,7.728,,0.02%
28/11/1997,7.7303,7.7303,7.732,7.729,,0.00%
27/11/1997,7.73,7.73,7.7312,7.7289,,0.00%
26/11/1997,7.7302,7.73,7.7307,7.729,,0.00%
25/11/1997,7.7302,7.73,7.731,7.7285,,0.00%
24/11/1997,7.7305,7.7305,7.731,7.729,,0.00%
21/11/1997,7.7305,7.73,7.7345,7.729,,-0.01%
20/11/1997,7.7312,7.7305,7.7335,7.7285,,0.01%
19/11/1997,7.7308,7.73,7.7316,7.728,,0.01%
18/11/1997,7.7303,7.73,7.7306,7.7285,,0.00%
17/11/1997,7.73,7.7305,7.731,7.729,,0.00%
14/11/1997,7.73,7.731,7.7325,7.729,,-0.02%
13/11/1997,7.7315,7.7298,7.7365,7.7295,,0.02%
12/11/1997,7.73,7.7315,7.7335,7.7285,,-0.01%
11/11/1997,7.7305,7.73,7.7338,7.7275,,-0.01%
10/11/1997,7.731,7.7315,7.7325,7.728,,0.01%
7/11/1997,7.7305,7.7315,7.7345,7.728,,-0.03%
6/11/1997,7.7325,7.7305,7.7342,7.73,,0.02%
5/11/1997,7.7311,7.7343,7.736,7.728,,-0.03%
4/11/1997,7.7335,7.735,7.7385,7.731,,-0.02%
3/11/1997,7.735,7.73,7.7365,7.73,,0.06%
31/10/1997,7.73,7.7295,7.7395,7.728,,-0.01%
30/10/1997,7.7305,7.73,7.732,7.725,,0.01%
29/10/1997,7.73,7.731,7.7335,7.723,,-0.01%
28/10/1997,7.7305,7.733,7.737,7.725,,-0.03%
27/10/1997,7.733,7.7325,7.743,7.725,,0.01%
24/10/1997,7.7325,7.742,7.7445,7.72,,-0.06%
23/10/1997,7.7375,7.7485,7.752,7.74,,-0.15%
22/10/1997,7.7495,7.742,7.7505,7.742,,0.10%
21/10/1997,7.7415,7.748,7.7505,7.741,,-0.08%
20/10/1997,7.7475,7.739,7.7485,7.736,,0.10%
17/10/1997,7.74,7.7395,7.7415,7.737,,0.00%
16/10/1997,7.7397,7.738,7.7397,7.735,,0.02%
15/10/1997,7.7383,7.7375,7.7388,7.736,,0.00%
14/10/1997,7.738,7.7348,7.738,7.7335,,0.03%
13/10/1997,7.7355,7.7355,7.7363,7.73,,-0.01%
10/10/1997,7.7362,7.7355,7.7375,7.7347,,0.00%
9/10/1997,7.7362,7.7365,7.7374,7.733,,-0.01%
8/10/1997,7.7367,7.7358,7.7378,7.7348,,0.00%
7/10/1997,7.7365,7.7355,7.738,7.734,,0.01%
6/10/1997,7.736,7.737,7.738,7.735,,-0.03%
3/10/1997,7.738,7.7375,7.7383,7.734,,0.01%
2/10/1997,7.7371,7.7375,7.7382,7.7355,,-0.02%
1/10/1997,7.739,7.7385,7.7395,7.7345,,0.01%
30/09/1997,7.738,7.7385,7.7395,7.7355,,-0.01%
29/09/1997,7.7385,7.7378,7.7395,7.733,,0.01%
26/09/1997,7.738,7.7385,7.7415,7.736,,-0.01%
25/09/1997,7.739,7.739,7.74,7.735,,-0.01%
24/09/1997,7.7395,7.7421,7.7445,7.738,,-0.04%
23/09/1997,7.7425,7.7415,7.7435,7.7408,,0.01%
22/09/1997,7.742,7.742,7.7445,7.7395,,-0.01%
19/09/1997,7.7427,7.7425,7.743,7.74,,0.00%
18/09/1997,7.7425,7.7445,7.745,7.74,,-0.03%
17/09/1997,7.745,7.7438,7.746,7.743,,0.00%
16/09/1997,7.745,7.7448,7.7456,7.7405,,-0.01%
15/09/1997,7.7455,7.7457,7.7462,7.742,,-0.02%
12/9/1997,7.7467,7.7455,7.7467,7.7443,,0.01%
11/9/1997,7.746,7.7445,7.7467,7.744,,0.01%
10/9/1997,7.7453,7.7452,7.746,7.7435,,0.00%
9/9/1997,7.7455,7.746,7.747,7.7435,,-0.02%
8/9/1997,7.747,7.7464,7.7477,7.744,,-0.01%
5/9/1997,7.7475,7.7465,7.748,7.7439,,0.00%
4/9/1997,7.7473,7.746,7.7492,7.7445,,0.00%
3/9/1997,7.747,7.7479,7.7488,7.743,,-0.02%
2/9/1997,7.7485,7.748,7.75,7.7465,,-0.01%
1/9/1997,7.7495,7.7485,7.7505,7.745,,0.00%
29/08/1997,7.7495,7.748,7.7505,7.744,,0.01%
28/08/1997,7.749,7.744,7.749,7.741,,0.06%
27/08/1997,7.7445,7.743,7.7465,7.741,,0.01%
26/08/1997,7.7435,7.742,7.7435,7.7417,,0.00%
25/08/1997,7.7435,7.745,7.7455,7.74,,-0.02%
22/08/1997,7.7453,7.7445,7.746,7.7375,,0.00%
21/08/1997,7.7453,7.744,7.7455,7.74,,0.01%
20/08/1997,7.7445,7.7405,7.7501,7.737,,0.06%
19/08/1997,7.74,7.74,7.7435,7.736,,-0.02%
18/08/1997,7.7415,7.743,7.7455,7.736,,-0.02%
15/08/1997,7.743,7.748,7.7535,7.74,,-0.08%
14/08/1997,7.749,7.7433,7.7525,7.743,,0.06%
13/08/1997,7.7443,7.744,7.7452,7.74,,0.00%
12/8/1997,7.7445,7.742,7.748,7.7412,,0.03%
11/8/1997,7.7422,7.7405,7.743,7.739,,0.01%
8/8/1997,7.7413,7.7403,7.7425,7.738,,0.00%
7/8/1997,7.7413,7.7406,7.743,7.74,,0.00%
6/8/1997,7.7412,7.74,7.7418,7.74,,0.01%
5/8/1997,7.7405,7.742,7.7428,7.737,,-0.03%
4/8/1997,7.7425,7.742,7.7435,7.7405,,0.00%
1/8/1997,7.7425,7.74,7.7436,7.74,,0.01%
31/07/1997,7.7415,7.743,7.7465,7.74,,-0.03%
30/07/1997,7.7435,7.7431,7.745,7.742,,0.00%
29/07/1997,7.7435,7.7403,7.744,7.74,,0.04%
28/07/1997,7.7407,7.7395,7.743,7.739,,0.01%
25/07/1997,7.7399,7.739,7.742,7.7385,,0.00%
24/07/1997,7.7398,7.7465,7.7473,7.734,,-0.09%
23/07/1997,7.747,7.746,7.7492,7.745,,0.01%
22/07/1997,7.7463,7.7479,7.7484,7.745,,-0.02%
21/07/1997,7.7475,7.7488,7.7505,7.745,,-0.03%
18/07/1997,7.7495,7.749,7.7575,7.746,,0.00%
17/07/1997,7.7495,7.7485,7.75,7.748,,0.01%
16/07/1997,7.749,7.7481,7.7495,7.747,,0.01%
15/07/1997,7.7485,7.7485,7.7492,7.747,,-0.01%
14/07/1997,7.749,7.7465,7.751,7.745,,0.02%
11/7/1997,7.7477,7.7427,7.748,7.742,,0.06%
10/7/1997,7.7428,7.7419,7.743,7.741,,0.01%
9/7/1997,7.7423,7.742,7.7436,7.7415,,-0.01%
8/7/1997,7.743,7.7416,7.7445,7.7415,,0.01%
7/7/1997,7.742,7.7418,7.746,7.7403,,-0.01%
4/7/1997,7.7425,7.7448,7.7455,7.74,,-0.03%
3/7/1997,7.7452,7.7455,7.7469,7.7425,,-0.02%
2/7/1997,7.7465,7.744,7.7472,7.744,,0.01%
1/7/1997,7.746,7.7455,7.7475,7.744,,-0.01%
30/06/1997,7.747,7.7488,7.7495,7.746,,-0.03%
27/06/1997,7.7495,7.747,7.75,7.7431,,0.02%
26/06/1997,7.748,7.745,7.748,7.742,,0.03%
25/06/1997,7.7455,7.744,7.7465,7.7435,,0.01%
24/06/1997,7.7445,7.7478,7.7483,7.742,,-0.06%
23/06/1997,7.749,7.742,7.749,7.742,,0.07%
20/06/1997,7.7435,7.7413,7.7435,7.7405,,0.03%
19/06/1997,7.7415,7.7408,7.7427,7.74,,0.00%
18/06/1997,7.7415,7.74,7.7415,7.7398,,0.01%
17/06/1997,7.7407,7.7419,7.7424,7.735,,-0.02%
16/06/1997,7.7422,7.7415,7.7423,7.74,,0.00%
13/06/1997,7.742,7.743,7.7438,7.7405,,-0.02%
12/6/1997,7.7438,7.7418,7.7441,7.741,,0.02%
11/6/1997,7.742,7.7424,7.7434,7.74,,-0.01%
10/6/1997,7.743,7.7426,7.7435,7.74,,-0.01%
9/6/1997,7.7435,7.7435,7.7441,7.7425,,-0.01%
6/6/1997,7.744,7.7434,7.7445,7.742,,0.00%
5/6/1997,7.7438,7.7438,7.7443,7.742,,-0.01%
4/6/1997,7.7445,7.7435,7.745,7.738,,0.01%
3/6/1997,7.744,7.744,7.7448,7.742,,-0.01%
2/6/1997,7.7445,7.748,7.7485,7.741,,-0.05%
30/05/1997,7.7485,7.7465,7.7495,7.7454,,0.02%
29/05/1997,7.747,7.744,7.7485,7.743,,0.04%
28/05/1997,7.744,7.7404,7.744,7.74,,0.04%
27/05/1997,7.741,7.7401,7.7415,7.74,,0.00%
26/05/1997,7.741,7.739,7.7417,7.737,,0.01%
23/05/1997,7.74,7.7365,7.7403,7.736,,0.05%
22/05/1997,7.7365,7.7375,7.738,7.7355,,-0.02%
21/05/1997,7.738,7.7389,7.7395,7.7348,,-0.01%
20/05/1997,7.739,7.74,7.7405,7.7382,,-0.01%
19/05/1997,7.7395,7.738,7.74,7.738,,0.01%
16/05/1997,7.7385,7.7375,7.7395,7.737,,0.01%
15/05/1997,7.7378,7.736,7.741,7.735,,0.02%
14/05/1997,7.7362,7.74,7.7407,7.7348,,-0.05%
13/05/1997,7.7401,7.7435,7.7438,7.737,,-0.04%
12/5/1997,7.7435,7.745,7.7455,7.742,,-0.02%
9/5/1997,7.745,7.7455,7.7462,7.743,,-0.01%
8/5/1997,7.7461,7.7453,7.7465,7.744,,0.00%
7/5/1997,7.7458,7.7467,7.7475,7.743,,-0.02%
6/5/1997,7.747,7.7465,7.748,7.7465,,0.00%
5/5/1997,7.7471,7.747,7.7475,7.746,,-0.01%
2/5/1997,7.7479,7.7464,7.7479,7.746,,0.02%
1/5/1997,7.7466,7.746,7.7471,7.7457,,0.01%
30/04/1997,7.7462,7.746,7.7468,7.7452,,-0.01%
29/04/1997,7.7467,7.747,7.7481,7.744,,-0.01%
28/04/1997,7.7478,7.747,7.7482,7.7455,,0.00%
25/04/1997,7.7475,7.7475,7.7505,7.744,,0.00%
24/04/1997,7.7475,7.7473,7.7495,7.744,,0.00%
23/04/1997,7.7475,7.7475,7.7483,7.746,,0.00%
22/04/1997,7.7477,7.7472,7.7485,7.746,,0.00%
21/04/1997,7.748,7.7485,7.7493,7.746,,-0.01%
18/04/1997,7.749,7.749,7.7501,7.7482,,-0.01%
17/04/1997,7.7495,7.749,7.7505,7.7485,,0.00%
16/04/1997,7.7492,7.7492,7.7498,7.7485,,-0.01%
15/04/1997,7.7496,7.7491,7.75,7.7488,,0.00%
14/04/1997,7.7493,7.7483,7.7501,7.747,,0.00%
11/4/1997,7.749,7.7488,7.75,7.745,,0.00%
10/4/1997,7.749,7.749,7.75,7.748,,0.01%
9/4/1997,7.7485,7.7484,7.75,7.748,,0.00%
8/4/1997,7.7487,7.7475,7.7493,7.7462,,0.02%
7/4/1997,7.7475,7.7485,7.749,7.7469,,-0.02%
4/4/1997,7.749,7.747,7.7492,7.746,,0.02%
3/4/1997,7.7475,7.745,7.7478,7.744,,0.03%
2/4/1997,7.7452,7.7458,7.7495,7.743,,-0.01%
1/4/1997,7.7463,7.7485,7.75,7.745,,-0.03%
31/03/1997,7.7489,7.7485,7.749,7.7477,,0.00%
28/03/1997,7.749,7.747,7.75,7.747,,0.01%
27/03/1997,7.7485,7.749,7.7505,7.747,,-0.02%
26/03/1997,7.75,7.7485,7.7505,7.7475,,0.01%
25/03/1997,7.749,7.7485,7.75,7.7475,,0.01%
24/03/1997,7.7485,7.748,7.7485,7.747,,0.01%
21/03/1997,7.748,7.747,7.7491,7.745,,0.01%
20/03/1997,7.7472,7.748,7.7485,7.746,,-0.01%
19/03/1997,7.7477,7.747,7.7488,7.7423,,0.01%
18/03/1997,7.7472,7.745,7.7479,7.743,,0.02%
17/03/1997,7.7455,7.745,7.7456,7.743,,0.00%
14/03/1997,7.7455,7.744,7.746,7.7425,,0.02%
13/03/1997,7.7443,7.7435,7.7443,7.741,,0.01%
12/3/1997,7.7437,7.7432,7.7441,7.7425,,0.00%
11/3/1997,7.7434,7.7426,7.7439,7.7422,,0.01%
10/3/1997,7.743,7.7438,7.7443,7.7422,,0.00%
7/3/1997,7.743,7.7435,7.7445,7.74,,0.00%
6/3/1997,7.7433,7.7413,7.744,7.741,,0.02%
5/3/1997,7.7415,7.7443,7.745,7.74,,-0.04%
4/3/1997,7.7445,7.7445,7.7453,7.742,,0.00%
3/3/1997,7.7447,7.7435,7.7447,7.742,,0.02%
28/02/1997,7.7435,7.7435,7.7443,7.7428,,0.00%
27/02/1997,7.7438,7.744,7.7445,7.738,,-0.01%
26/02/1997,7.7442,7.7445,7.7453,7.7425,,-0.01%
25/02/1997,7.7448,7.7453,7.746,7.744,,-0.01%
24/02/1997,7.7455,7.744,7.7455,7.743,,0.01%
21/02/1997,7.7448,7.7422,7.7455,7.74,,0.03%
20/02/1997,7.7428,7.7492,7.7496,7.736,,-0.09%
19/02/1997,7.7495,7.75,7.751,7.745,,-0.01%
18/02/1997,7.7502,7.7496,7.7505,7.7453,,0.01%
17/02/1997,7.7498,7.7495,7.7498,7.746,,0.00%
14/02/1997,7.75,7.749,7.7505,7.746,,0.00%
13/02/1997,7.7497,7.7461,7.7502,7.745,,0.04%
12/2/1997,7.7465,7.745,7.7465,7.744,,0.02%
11/2/1997,7.745,7.747,7.7475,7.7425,,-0.02%
10/2/1997,7.7466,7.747,7.7495,7.743,,-0.01%
7/2/1997,7.747,7.7485,7.75,7.7465,,-0.03%
6/2/1997,7.749,7.749,7.7505,7.7485,,-0.01%
5/2/1997,7.7498,7.75,7.7502,7.749,,0.00%
4/2/1997,7.7498,7.749,7.7505,7.747,,0.00%
3/2/1997,7.7495,7.7488,7.7498,7.7473,,0.00%
31/01/1997,7.7492,7.7485,7.7502,7.747,,0.01%
30/01/1997,7.7485,7.742,7.7495,7.7418,,0.08%
29/01/1997,7.7425,7.7419,7.7433,7.7315,,0.00%
28/01/1997,7.7423,7.741,7.7423,7.74,,0.01%
27/01/1997,7.7415,7.741,7.7417,7.731,,0.00%
24/01/1997,7.7415,7.7405,7.7425,7.736,,0.01%
23/01/1997,7.7404,7.7385,7.7404,7.738,,0.02%
22/01/1997,7.7385,7.7375,7.739,7.735,,0.01%
21/01/1997,7.738,7.7375,7.7385,7.734,,0.01%
20/01/1997,7.7375,7.7375,7.7389,7.7365,,0.00%
17/01/1997,7.7378,7.7383,7.739,7.734,,-0.01%
16/01/1997,7.7386,7.7385,7.7389,7.735,,0.00%
15/01/1997,7.7389,7.738,7.7395,7.737,,0.01%
14/01/1997,7.7382,7.7373,7.7389,7.737,,0.01%
13/01/1997,7.7377,7.7374,7.7391,7.7363,,0.00%
10/1/1997,7.7378,7.7385,7.739,7.737,,0.00%
9/1/1997,7.7379,7.7385,7.7396,7.734,,-0.01%
8/1/1997,7.739,7.7385,7.74,7.7368,,0.00%
7/1/1997,7.739,7.737,7.7393,7.7358,,0.02%
6/1/1997,7.7372,7.734,7.7375,7.733,,0.03%
3/1/1997,7.7347,7.734,7.7355,7.7335,,0.01%
2/1/1997,7.7341,7.7343,7.735,7.732,,-0.01%
31/12/1996,7.7345,7.7355,7.736,7.7315,,-0.01%
30/12/1996,7.7355,7.7373,7.738,7.733,,-0.03%
27/12/1996,7.7375,7.7375,7.7385,7.735,,0.00%
26/12/1996,7.7375,7.736,7.738,7.736,,0.00%
25/12/1996,7.7375,7.7345,7.7395,7.734,,0.00%
24/12/1996,7.7372,7.7373,7.7387,7.7365,,-0.01%
23/12/1996,7.7378,7.7368,7.7387,7.736,,0.01%
20/12/1996,7.7373,7.7383,7.7388,7.735,,-0.02%
19/12/1996,7.7387,7.737,7.739,7.735,,0.02%
18/12/1996,7.7375,7.7365,7.7385,7.735,,0.00%
17/12/1996,7.7374,7.737,7.738,7.734,,-0.01%
16/12/1996,7.738,7.7384,7.739,7.733,,-0.02%
13/12/1996,7.7392,7.7352,7.7405,7.7345,,0.05%
12/12/1996,7.7356,7.7343,7.7379,7.7315,,0.01%
11/12/1996,7.7345,7.7324,7.735,7.7315,,0.02%
10/12/1996,7.7328,7.733,7.7335,7.731,,-0.01%
9/12/1996,7.7335,7.7325,7.7338,7.73,,0.02%
6/12/1996,7.7323,7.7321,7.733,7.73,,0.01%
5/12/1996,7.7318,7.7329,7.7334,7.73,,-0.02%
4/12/1996,7.7333,7.7323,7.734,7.731,,0.01%
3/12/1996,7.7325,7.7317,7.7329,7.73,,0.01%
2/12/1996,7.732,7.732,7.7333,7.7315,,0.00%
29/11/1996,7.732,7.7316,7.7326,7.7315,,0.00%
28/11/1996,7.7321,7.732,7.7322,7.7315,,0.00%
27/11/1996,7.7324,7.7319,7.7326,7.7315,,0.00%
26/11/1996,7.7322,7.7318,7.7327,7.7314,,0.00%
25/11/1996,7.7322,7.7316,7.7325,7.73,,0.00%
22/11/1996,7.7322,7.732,7.7325,7.729,,0.00%
21/11/1996,7.7323,7.7319,7.7325,7.7315,,0.00%
20/11/1996,7.7323,7.7318,7.7326,7.73,,0.00%
19/11/1996,7.7323,7.7318,7.7325,7.731,,0.00%
18/11/1996,7.7323,7.7319,7.7325,7.7315,,0.00%
15/11/1996,7.7321,7.732,7.7323,7.7315,,0.00%
14/11/1996,7.7324,7.7317,7.7326,7.7315,,0.00%
13/11/1996,7.7325,7.732,7.7343,7.7315,,0.00%
12/11/1996,7.7325,7.7319,7.7327,7.73,,0.00%
11/11/1996,7.7323,7.7321,7.733,7.7315,,0.00%
8/11/1996,7.7325,7.732,7.7345,7.731,,0.00%
7/11/1996,7.7324,7.7321,7.733,7.73,,-0.01%
6/11/1996,7.733,7.7312,7.7331,7.73,,0.01%
5/11/1996,7.7325,7.7318,7.7327,7.7305,,0.00%
4/11/1996,7.7324,7.7317,7.7326,7.73,,0.00%
1/11/1996,7.7323,7.7319,7.7326,7.73,,0.00%
